lemma	part_of_speech	translations
sedentary	adjective	осе́длый|малоподви́жный|сидя́чий
sedge	noun	осока
sediment	noun	оса́док|отложе́ние|отсто́й|осажда́ть|осажда́ться
sedimentary	adjective	оса́дочный
sedimentary rock	noun	оса́дочная поро́да
sedimentation	noun	осажде́ние|седимента́ция
sedition	noun	подстрека́тельство|седи́ция|восста́ние|мяте́ж
seditionary	noun	крамо́льник
seditious	adjective	мятежный
seduce	verb	прельсти́ть|прельща́ть|соблазня́ть|обольсти́ть|обольща́ть|соблазни́ть
seducer	noun	искуситель|соблазни́тель
seduction	noun	обольще́ние|собла́зн|совраще́ние
seductive	adjective	соблазни́тельный
seductress	noun	искусительница|обольсти́тельница|соблазни́тельница
sedulous	adjective	приле́жный|стара́тельный|упо́рный|усе́рдный
sedum	noun	се́дум
see	noun	диоце́з|епа́рхия|ви́деть|видеть|уви́деть|понима́ть
see naples and die		уви́деть Неа́поль и умере́ть
see also		смотри также|см. также|см. тоже|смотрите также|смотрите тоже
see coming	verb	предви́деть
see eye to eye	verb	находить общий язык|сходиться во взглядах
see off	verb	проводи́ть|провожа́ть
see past the end of one's nose	verb	не видеть дальше своего носа
see the forest for the trees	verb	не ви́деть ле́са за дере́вьями
see through	verb	ви́деть наскво́зь
see to it	verb	приня́ть ме́ры|проконтроли́ровать|проследи́ть
see you		до встре́чи|пока́|увидимся
see you later		бай-ба́й|до встре́чи|до свида́ния|до ско́рой встре́чи|пока́|уви́димся по́зже
see you soon		до встре́чи|до ско́рого|до ско́рой встре́чи|пока́|ско́ро уви́димся
see you tomorrow		до за́втра
see-see partridge	noun	пусты́нная ку́рочка|пусты́нная куропа́тка
seed	noun	се́мя|семена́|семя|высевать|высеивать|засевать
seed drill	noun	сеялка
seedbed	noun	гря́дка|расса́дник
seedling	noun	са́женец|се́янец
seeing	adjective	ви́дящий|зря́чий|ви́дение|зре́ние
seeing is believing		лу́чше оди́н раз уви́деть, чем сто раз услы́шать|пока́ не уви́жу, не пове́рю|уви́деть — э́то зна́чит пове́рить
seek	verb	иска́ть|[[пыта́ться]] [[найти́]]|разы́скивать
seek and ye shall find		ищи́те да обря́щете|кто и́щет, тот всегда́ найдёт|кто и́щет, тот найдёт
seeker	noun	и́щущий|иска́тель|иска́тельница|ищущий
seeking	adjective	поисковый
seel	verb	глаз|завя́зывать
seem	verb	каза́ться|показа́ться|сдава́ться
seeming	adjective	ка́жущийся
seemliness	noun	прили́чие
seep	verb	проса́чиваться|просочи́ться|сочи́ться
seepage	noun	инфильтра́ция|проса́чивание|инфильтра́т
seer	noun	прови́дец|прови́дица|прорица́тель|очеви́дец|свиде́тель
seesaw	noun	каче́ли|кача́ться на доске́|колебаться
seethe	verb	бурли́ть|вскипе́ть|кипе́ть|клокота́ть
segment	noun	отре́зок|сегме́нт|сегментировать|дели́ть|разделя́ть
segmentation	noun	деле́ние|сегмента́ция|сегменти́рование
segol	noun	сего́л
segregation	noun	отделе́ние|разделе́ние|сегрега́ция|сегрегация
segue	noun	[[пла́вный]] [[перехо́д]]|се́гуэ|[[пла́вно]] [[переходи́ть]]|[[продолжа́ть]] [[та́к же]]
sei whale	noun	ивасёвый кит|ивасёвый полоса́тик|сайдяно́й кит|сейва́л
seiche	noun	сейш|сейша
seiner	noun	рыба́к|се́йнер
seismic	adjective	сейсми́ческий
seismic zoning	noun	сейсмическое райони́рование
seismograph	noun	сейсмо́граф|сейсмограф
seismological	adjective	сейсмологи́ческий
seismologist	noun	сейсмо́лог|сейсмолог
seismology	noun	сейсмоло́гия|сейсмология
seismometer	noun	сейсмо́метр
seize	verb	схвати́ть|захва́тывать|захвати́ть|схва́тывать
seize the day	verb	лови́ моме́нт
seize up	verb	свести́|своди́ть
seizure	noun	взя́тие|взя́тие си́лой|захва́т|при́ступ|припа́док
seldom	adverb	и́зредка|ре́дко
select	verb	отбира́ть
selection	noun	вы́бор|отбо́р|селе́кция|вы́борка|подбо́рка
selection bias	noun	предвзя́тость подтвержде́ния
selective	adjective	вы́борный|избира́тельный|селекти́вный|перебо́рчивый|разбо́рчивый
selective serotonin reuptake inhibitor	noun	селекти́вный ингиби́тор обра́тного захва́та серотони́на
selenium	noun	селе́н|селен
seleno-		селено-
selenocentric	adjective	селеноцентри́ческий
selenologist	noun	селено́лог
selenology	noun	селеноло́гия
self	noun	сам|себе́|себя́|собо́й
self-		авто-|само-|себе-
self-abasement	noun	самоуниже́ние
self-analysis	noun	самоана́лиз
self-annihilate	verb	самоаннигили́роваться
self-annihilation	noun	самоаннигиля́ция
self-assertion	noun	самоутвержде́ние
self-assurance	noun	самоуве́ренность
self-assured	adjective	самоуве́ренный
self-aware	adjective	само-осо́знанный
self-awareness	noun	самосозна́ние
self-confidence	noun	самонаде́янность|самоуве́ренность
self-confident	adjective	уве́ренный в себе́
self-conscious	adjective	стеснительный|закомплексованный
self-consciousness	noun	самоосмысле́ние|самосозна́ние|засте́нчивость
self-contained	verb	автоно́мный|незави́симый|самостоя́тельный
self-control	noun	самоконтро́ль|самооблада́ние
self-critical	adjective	самокритический
self-criticism	noun	самокри́тика
self-deception	noun	самообма́н
self-defense	noun	самооборо́на|самозащи́та
self-denial	noun	самоограниче́ние|самоотрече́ние|самопоже́ртвование
self-described	adjective	самоописанный
self-destruct	verb	самоликвиди́роваться|саморазру́шиться|саморазруша́ться
self-destruction	noun	саморазруше́ние|самоуничтоже́ние
self-destructive	adjective	самоуничтожающийся
self-determination	noun	самоопределе́ние|самоопределение
self-discipline	noun	самодисципли́на
self-disclosure	noun	самораскры́тие
self-educated	adjective	[[выучиться|вы́учившийся]] [[самостоя́тельно]]|[[выучиться|вы́учившийся]] [[самоучка|самоу́чкой]]|самообразо́ванный|самообу́ченный
self-employed	adjective	самоза́нятый
self-employment	noun	самоза́нятость|самостоя́тельная за́нятость
self-esteem	noun	самолю́бие|самооце́нка|самоуваже́ние|чу́вство со́бственного досто́инства
self-evidence	noun	очеви́дность
self-evident	adjective	очеви́дный|само собой разумеется|самоочеви́дный
self-examination	noun	самоана́лиз
self-explanatory	adjective	говоря́щий|самоочеви́дный|я́сный
self-expression	noun	самовыраже́ние
self-focus	noun	самоконцентра́ция|самофокусиро́вка|самосфокуси́роваться|самофокуси́роваться
self-government	noun	самоуправление
self-harm	noun	самоповрежде́ние|селфха́рм
self-hating jew	noun	ненавидящий себя еврей
self-hatred	noun	самоне́нависть
self-identification	noun	самоидентифика́ция
self-image	noun	[[о́браз]] [[сам|самого́]] [[себя́]]|[[представле́ние]] о [[сам|само́м]] [[себе́]]|самооце́нка
self-immolate	verb	[[сжига́ть]] [[сам|самого́]] [[себя́]]|сжечь [[сам|самого́]] [[себя́]]
self-immolation	noun	самосожже́ние
self-importance	noun	ва́жность|надме́нность|напы́щенность|самомне́ние
self-improvement	noun	самосоверше́нствование
self-induction	noun	самоиндукция
self-indulgence	noun	[[потака́ние]] [[свои́м]] [[слабость|сла́бостям]]|[[потво́рство]] [[свои́м]] [[желание|жела́ниям]]
self-indulgent	adjective	[[потакать|потака́ющий]] [[свой|свои́м]] [[желание|жела́ниям]]|[[потворствовать|потво́рствующий]] [[свой|свои́м]] [[желание|жела́ниям]]
self-interest	noun	своекоры́стие
self-isolation	noun	самоизоляция
self-knowledge	noun	самопозна́ние
self-lacing	adjective	самошнуру́ющийся
self-learning	noun	самообуче́ние
self-love	noun	себялю́бие
self-made	adjective	обя́занный всем самому́ себе́|самоде́льный
self-medication	noun	самолече́ние|самолечение
self-plagiarism	noun	автоплагиат
self-pollination	noun	самоопыле́ние
self-portrait	noun	автопортре́т|автопортрет
self-possessed	adjective	владе́ющий собо́й|вы́держанный|не [[теря́ющий]] [[самооблада́ния]]|со́бранный
self-possession	noun	вы́держка|самооблада́ние|сде́ржанность
self-preservation	noun	самосохране́ние
self-proclaimed	adjective	самопровозглашённый|самозва́ный
self-propelled	adjective	самодви́жущийся|самохо́дный
self-reference	verb	[[ссы́лка]] на [[себя́]]|саморефере́нция
self-reflection	noun	саморефле́ксия
self-reliance	noun	[[уве́ренность]] в [[свой|свои́х]] [[сила|си́лах]]|автоно́мность|самодоста́точность|самостоя́тельность
self-reliant	adjective	[[уве́ренный]] в [[свой|свои́х]] [[сила|си́лах]]|[[уве́ренный]] в [[себе́]]
self-rescuer	noun	самоспасатель
self-respect	noun	самоуваже́ние|чу́вство со́бственного досто́инства
self-restraint	noun	самооблада́ние|сде́ржанность
self-righteous	adjective	самодово́льный|самоуве́ренный|фарисе́йский|ха́нжеский
self-righteousness	noun	самодово́льство
self-rule	noun	самоуправление
self-sacrifice	noun	самопоже́ртвование
self-satisfaction	noun	самоудовлетворе́ние
self-satisfied	adjective	самодово́льный
self-seed	verb	вы́расти самосе́вом|расти́ самосе́вом
self-seeker	noun	[[своекоры́стный]] [[челове́к]]|рвач|шку́рник
self-seeking	adjective	своекоры́стный
self-service	noun	самообслу́живание|самообслуживание
self-serving	adjective	корыстный
self-similar	adjective	самоподо́бный
self-similarity	noun	самоподо́бие|самоподо́бность
self-study	noun	самообуче́ние
self-sufficiency	noun	автоно́мность|самодоста́точность|самостоя́тельность
self-sufficient	adjective	самодоста́точный
self-sufficiently	adverb	самостоя́тельно
self-talk	noun	[[разгово́р]] с самим [[собо́й]]
self-tapping screw	noun	саморе́з
self-worth	noun	самооце́нка|самоуваже́ние
selfheal	noun	черноголо́вка
selfie	noun	се́лфи|себя́шка|делать селфи|селфиться
selfie stick	noun	палка для селфи
selfish	adjective	эгоисти́чный
selfishness	noun	себялю́бие|эгои́зм
selfless	adjective	бескоры́стный|самоотве́рженный
selflessness	noun	бескоры́стность|самоотве́рженность
selfsame	adjective	то́т же са́мый|тот са́мый
selkie	noun	селки|шелки
sell	verb	продава́ть|прода́ть|продавать|прода́ться|продава́ться
sell like hot cakes	verb	с руками оторвать
sell one's soul	verb	прода́ть ду́шу
sell out	verb	распрода́ть|распродава́ть
seller	noun	продаве́ц|ве́ндор|продавщи́ца|торго́вец|торго́вка
selling price	noun	отпускна́я цена́|прода́жная цена́
sellout	noun	прода́жная душа́|прода́жный челове́к
selsyn	noun	сельси́н
selvage	noun	кро́мка
semaglutide	noun	семаглути́д|семаглутид
semantic	adjective	семанти́ческий|семантический
semantic field	noun	семантическое поле
semantic loan	noun	семанти́ческая ка́лька
semantic shift	noun	изменение значения
semantically	adverb	семанти́чески
semantics	noun	сема́нтика|семантика
semaphore	noun	семафо́р|флажко́вая сигнализа́ция|семафор
semblance	noun	подо́бие|схо́дство
semelfactive	adjective	однокра́тный|[[однокра́тный]] вид
semelfactive aspect	noun	однокра́тный вид
sememe	noun	семанте́ма|семе́ма
semen	noun	молофья́|се́мя|спе́рма|эякуля́т
semester	noun	полуго́дие|семе́стр
semi-		полу-|семи-
semi-automatic	adjective	полуавтомати́ческий|самозарядный|полуавтома́т
semi-legendary	adjective	полулегендарный
semi-official	adjective	полуофициа́льный
semi-precious	adjective	полудрагоце́нный
semi-smile	noun	полуулы́бка|натя́нутая улы́бка
semi-trailer	noun	полуприце́п
semi-trailer truck	noun	[[се́дельный]] [[автомоби́льный]] [[по́езд]]|седе́льный тяга́ч|тяга́ч|фу́ра
semiannual	adjective	полугодово́й
semibreve	noun	це́лая но́та
semicircle	noun	полукру́г
semicircular	adjective	полукру́глый
semicolon	noun	то́чка с запято́й|точка с запятой
semiconductor	noun	полупроводни́к|полупроводник
semidarkness	noun	полумра́к
semidesert	noun	полупусты́ня
semidome	noun	полуку́пол
semifinal	noun	полуфина́л|полуфинал
semifinalist	noun	полуфинали́ст|полуфинали́стка
semimembranosus	noun	по̀луперепо́нчатая мы́шца
seminal	adjective	семенно́й|плодови́тый|основополага́ющий
seminal vesicle	noun	семенно́й пузырёк
seminar	noun	семина́р|семинар
seminarist	noun	семинарист
seminary	noun	семина́рия|семинария
seminiferous	adjective	семявыводя́щий|семявыносящий
seminomadic	adjective	полукочево́й
semiology	noun	семио́тика
semiotician	noun	[[специали́ст]] по [[семио́тике]]|семио́тик
semiotics	noun	семио́тика|семиотика
semipalmated sandpiper	noun	малый песочник
semipermeable	adjective	полупроница́емый
semiquaver	noun	шестна́дцатая|шестна́дцатая но́та
semistructured	adjective	полуструктурированный|слабоструктурированный
semitendinosus	noun	по̀лусухожи́льная мы́шца
semitone	noun	полуто́н
semitransparent	adjective	полупрозра́чный
semivowel	noun	полугла́сный
semla	noun	се́мла
semolina	noun	ма́нка|[[манный|ма́нная]] [[ка́ша]]|[[манный|ма́нная]] [[крупа́]]
senary	adjective	шестеричный
senator	noun	сена́тор|сена́торша
send	verb	посыла́ть|слать|отпра́вить|отправля́ть|посла́ть
send down	verb	[[отчи́слить]] из [[университет|университе́та]]
send off	verb	удали́ть
send out	verb	вы́слать|высыла́ть|послать|посылать
send someone packing	verb	вы́проводить|выпрова́живать|гнать в три ше́и
send up	verb	передразнивать|смешно́ изобража́ть|приговори́ть к тюремному заключению
send-up	noun	паро́дия
sender	noun	адреса́нт|адреса́нтка|отправи́тель|отправи́тельница
senescence	noun	старе́ние
seneschal	noun	сенеша́ль
sengi	noun	слоно́вая землеро́йка|слоновые землеройки
senile	adjective	престаре́лый|ста́рческий|ста́рый|дря́хлый|сени́льный
senility	noun	дря́хлость|ста́рость
senior	adjective	ста́рший|старшекла́ссник|старшеку́рсник
senior captain	noun	штабс-капита́н
senior citizen	noun	пожила́я|пожило́й|престаре́лая|престаре́лый
seniority	noun	стаж
sensation	noun	ощуще́ние|чу́вство|сенса́ция|сенсация
sensational	adjective	сенсацио́нный
sensationalize	verb	[[де́лать]] [[сенса́цию]]|сенсационализи́ровать
sense	noun	чу́вство|ощуще́ние|чувство|здра́вый смысл|ра́зум|рассу́док|чу́вствовать
sense of direction	noun	чу́вство направле́ния
sense of humour	noun	чу́вство ю́мора
sense organ	noun	о́рган чу́вств
sensei	noun	ма́стер|сенсе́й|сэнсэ́й
senseless	adjective	бесчу́вственный|сознание|бессмы́сленный|необду́манный
senselessness	noun	бессмы́сленность
sensibility	noun	чувства|чуткость
sensible	adjective	благоразу́мный|здра́вый|здравомы́слящий|разу́мный|рациона́льный|практи́чный
sensitive	adjective	восприи́мчивый|чу́ткий|чувстви́тельный|рани́мый|конфиденциа́льный|щекотливый
sensitive plant	noun	мимо́за стыдли́вая|недотро́га
sensitivity	noun	чувстви́тельность|восприи́мчивость
sensor	noun	се́нсор|датчик
sensualism	noun	сенсуализм
sensuality	noun	чувственность|сладостра́стие
sentence	noun	пригово́р|осужде́ние|наказа́ние|изрече́ние|сенте́нция|предложе́ние|осуди́ть
sententious	adjective	афористи́чный|кра́ткий|лаконичный|сжатый|менторский|нравоучительный
sentient	adjective	ощуща́ющий|чу́вствующий|разу́мный|созна́тельный
sentiment	noun	ощущение
sentimental	adjective	сентимента́льный
sentimental value	noun	сентимента́льная це́нность
sentimentality	noun	сентимента́льность
sentinel	noun	карау́льный|охра́нник|страж|часово́й
sentry	noun	страж|дежу́рный|карау́льный|часово́й
sentry-box	noun	караульное помещение|сторожевая будка
sepal	noun	чашели́стик
separable	adjective	отделимый
separable prefix	noun	отделя́емая приста́вка
separate	adjective	отде́льный|обосо́бленный|разде́льный|отдельный|отдели́ть|отделя́ть
separate peace	noun	сепара́тный мир
separate the sheep from the goats	verb	мухи отдельно, котлеты отдельно|отделить зёрна от плевел|отделить овец от козлищ
separate the wheat from the chaff	verb	му́хи отде́льно, котле́ты отде́льно|отдели́ть а́гнцев от ко́злищ|отдели́ть зёрна от пле́вел|отделя́ть зёрна от пле́вел
separated	adjective	отдельный
separately	adverb	врозь|врознь|отде́льно|разде́льно
separation	noun	отделе́ние|разделе́ние|разлу́ка|разъедине́ние
separation of powers	noun	разделе́ние власте́й
separatism	noun	сепарати́зм|сепаратизм
separatist	adjective	сепарати́стский|сепарати́ст|сепарати́стка
sepia	noun	се́пия
sepiolite	noun	сепиоли́т
sepoy	noun	сипа́й
seppuku	noun	сэппу́ку|хараки́ри
sepsis	noun	зараже́ние кро́ви|о́бщее зараже́ние|се́псис
septagon	noun	семиугольник
septation	noun	образова́ние перегоро́дки
septempartite	adjective	семидольный|семираздельный|семичастный
septenary	adjective	семеричный
septendecillion		септемдециллион|септендециллион|третригинтиллион
septic shock	noun	септи́ческий шок
septic tank	noun	отстойник|се́птик
septicemia	noun	зараже́ние кро́ви|се́псис|септицеми́я
septillion		септиллио́н
septum	noun	перегоро́дка
septuple	adjective	семикратный
septuplinerved	adjective	семине́рвный
sepuh	noun	сепу́х
sepulchre	noun	склеп|гробни́ца
sequel	noun	продолже́ние|си́квел
sequela	noun	осложне́ние|после́дствие
sequence	noun	очерёдность|после́довательность|ряд|секве́нция|последовательность
sequencer	noun	секве́нсер|секве́нсор|секвенатор
sequent	adjective	после́дующий|последовательный|сле́дующий|элеме́нт последовательности
sequentiality	noun	последовательность
sequentially	adverb	после́довательно
sequester	verb	изолировать|секвестировать|уре́зать
sequestration	noun	секве́стр
sequestrum	noun	секвестр
sequin	noun	цехи́н|блёстка
sequoia	noun	секво́йя|кра́сное де́рево
serac	noun	серак
seraph	noun	серафи́м|серафим
sere	adjective	иссу́шенный|сухо́й|увя́дший
serenade	noun	серена́да|серенада
serendipity	noun	[[счастливый|счастли́вое]] [[стече́ние]] [[обстоятельство|обстоя́тельств]]|везу́честь
serene	adjective	безмяте́жный|споко́йный|безо́блачный|чи́стый|я́сный|светлость
serenely	adverb	безмяте́жно|споко́йно
serenity	noun	безмяте́жность|споко́йствие|све́тлость
serf	noun	крепостно́й|крепостна́я|холо́п
serfdom	noun	крепостни́чество|нево́ля|ра́бство|крепостно́е пра́во
serge	noun	са́ржа
sergeant	noun	сержа́нт|сержант
sergeant major	noun	ста́рший сержа́нт|старшина́
serial killer	noun	сери́йная уби́йца|сери́йный уби́йца
sericulture	noun	шелково́дство
series	noun	ряд|се́рия|после́довательность|телесериа́л|сериа́л|телешо́у
series finale	noun	заключительная се́рия
serif	noun	засе́чка|отсе́чка|подсе́чка|сери́ф
serin	noun	канаре́ечный вьюро́к
serine	noun	сери́н
serious	adjective	серьёзный
seriously	adverb	серьёзно
seriousness	noun	серьёзность
sermon	noun	про́поведь|проповедь|нота́ция|нравоуче́ние|поуче́ние
serotine	noun	кожа́н
serotonin	noun	серотони́н|серотонин
serous	adjective	серо́зный
serous membrane	noun	серо́зная оболо́чка
serozem	noun	серозём
serpent	noun	змея́|змея
serpent-grass	noun	горе́ц живородящий
serpentine	adjective	змеи́ный|кова́рный|змееви́дный|змееобра́зный|змееподо́бный|изви́листый|змееви́к
serpentinite	noun	серпентини́т
serpopard	noun	серпопа́рд
serratus	noun	зубча́тая мы́шца
serried	adjective	со́мкнутый
serum	noun	сы́воротка
serval	noun	серва́л|сервал
servant	noun	слуга́|прислу́жник|прислу́жница|служа́нка|служи́тель|служи́тельница
serve	noun	пода́ча|обслу́живать|обслужи́ть|пода́ть|подава́ть|порабо́тать
serve cunt	verb	подавать пизду|подать пизду
serve someone right	verb	подело́м тебе́!|сам винова́т!|сама́ винова́та!|так тебе́ и на́до!
server	noun	се́рвер|сервер|официа́нт|официа́нтка|служи́тель|служи́тельница
serverless	adjective	бессе́рверный
service	noun	услу́га|служба|слу́жба|служе́ние|обслу́живание|се́рвис|обслу́живать
service area	noun	[[зо́на]] [[отдых|о́тдыха]]|[[площа́дка]] для [[стоянка|стоя́нки]] и [[отдых|о́тдыха]]
service pack	noun	паке́т обновле́ния
service record	noun	[[послужно́й]] [[спи́сок]]
service tree	noun	рябина домашняя
serviceable	adjective	в нормальном техническом состоянии|в рабочем состоянии|пригодный
serviceberry	noun	ирга́
serviceman	noun	вое́нный|военнослу́жащий
servicewoman	noun	военнослужащий
servile	adjective	подобостра́стный|раболе́пный|холо́пский|ра́бский
servility	noun	раболе́пие
serving	noun	обслу́живание|по́рция
servitude	noun	нево́ля|ра́бство|сервиту́т
servomechanism	noun	сервомехани́зм
servomotor	noun	сервопри́вод
sesame	noun	кунжут|кунжу́т|сеза́м|сим-си́м
sesame oil	noun	кунжу́тное ма́сло|сеза́мовое ма́сло
sesquicentenary	noun	полуторавековой юбиле́й|стопятидесятилетие
sesquicentennial	adjective	происходящий каждые полтора́ века|полуторавековой|полуторавековой юбиле́й
sessile	adjective	прикреплённый|сидя́чий|бесчерешко́вый
sessile bellwort	noun	увуля́рия сидячели́стная
sessile oak	noun	дуб ска́льный
session	noun	се́ссия|сеа́нс|заседа́ние
sestertius	noun	сестерций
sestina	noun	сексти́на
set about	verb	приступить к
set apart	verb	отлича́ть|отличи́ть
set back	verb	задерживать|отставлять|стоить|выходить
set fire to	verb	подже́чь|поджига́ть
set free	verb	освободи́ть|освобожда́ть|отпуска́ть|отпусти́ть
set in motion	verb	приводи́ть в де́йствие
set in stone	verb	увековечить в камне
set off	verb	отпра́виться|отправля́ться
set on	verb	натрави́ть
set on fire	verb	заже́чь|запали́ть|подже́чь|разже́чь
set one's cap at	verb	положить глаз
set out	verb	отпра́виться|отправля́ться|устана́вливать
set phrase	noun	усто́йчивое выраже́ние|усто́йчивое словосочета́ние|фразеологи́ческая едини́ца
set someone's teeth on edge	verb	раздража́ть
set square	noun	геодези́ческий транспорти́р|науго́льник
set straight	verb	исправля́ть|поправля́ть
set the thames on fire	verb	вы́думать по́рох|доста́ть луну с неба|дотяну́ться до звёзд
set the table	verb	накры́ть стол
set the tone	verb	де́лать пого́ду
set theory	noun	тео́рия мно́жеств
set up	verb	подста́вить|подставля́ть|подстра́ивать|подстро́ить|установи́ть|устана́вливать
set-off	noun	ура́внивание
setback	noun	заде́ржка|препя́тствие
sett	noun	брусча́тка
settee	noun	дива́н|куше́тка|софа́|тахта́
setter	noun	сеттер|пасующий|связующий
setting	verb	настро́йка|устано́вка|обстано́вка|опра́ва
settle	verb	заселя́ть|колонизи́ровать|сели́ться
settle down	verb	адапти́роваться|обустро́иться|остепени́ться|привы́кнуть|успоко́иться
settlement	noun	реше́ние|удовлетворе́ние|урегули́рование|коло́ния|поселе́ние|посёлок
settlement agreement	noun	мирова́я сде́лка|мирово́е соглаше́ние
settler	noun	колони́ст|колони́стка|поселе́нец|поселе́нка
setup	noun	устано́вка|подста́ва
sevdalinka	noun	севдали́нка
seven	noun	семёрка|семь|се́меро
seven deadly sins	noun	семь сме́ртных грехо́в|семь смертных грехов
seven hundred		семьсо́т|семьсот
seven o'clock	noun	семь часо́в
seven seas	noun	семь море́й
seven thousand		семь ты́сяч
seven virtues	noun	семь доброде́телей
seven-league boots	noun	сапоги́-скорохо́ды|семими́льные сапоги́
sevenfold	adjective	семикра́тный
sevens	noun	семёрки
sevensome	noun	се́меро|семёрка
seventeen		семнадцать|семна́дцать
seventeenth	adjective	семна́дцатый|семнадцатый|(одна) семнадцатая (часть)
seventh	adjective	седьмо́й|седьмой|(одна) седьмая (часть)
seventh heaven	noun	седьмо́е не́бо
seventhly	adverb	в-седьмы́х
seventieth	adjective	семидесятый|(одна) семидесятая (часть)
seventy		семьдесят|се́мьдесят
seventy-eight		се́мьдесят во́семь
seventy-eighth	adjective	се́мьдесят восьмо́й
seventy-fifth	adjective	се́мьдесят пя́тый
seventy-first	adjective	се́мьдесят пе́рвый
seventy-five		се́мьдесят пять|семьдесят пять
seventy-four		се́мьдесят четы́ре|семьдесят четыре
seventy-fourth	adjective	се́мьдесят четвёртый
seventy-nine		се́мьдесят де́вять|семьдесят девять
seventy-ninth	adjective	се́мьдесят девя́тый
seventy-one		се́мьдесят оди́н|семьдесят один
seventy-second	adjective	се́мьдесят второ́й
seventy-seven		се́мьдесят семь
seventy-seventh	adjective	се́мьдесят седьмо́й
seventy-six		се́мьдесят шесть|семьдесят шесть
seventy-sixth	adjective	се́мьдесят шесто́й
seventy-third	adjective	се́мьдесят тре́тий
seventy-three		се́мьдесят три|семьдесят три
seventy-two		се́мьдесят два|семьдесят два
sever	verb	отре́зать|отреза́ть|разорва́ть|разрыва́ть
several		не́который|не́сколько|разли́чный
severance	noun	отделе́ние|разрыв
severance pay	noun	компенсация|при|увольнение
severe	adjective	тяжёлый|суро́вый|жёсткий|стро́гий
severe acute respiratory syndrome	noun	ТОРС|тяжёлый о́стрый респирато́рный синдро́м
severed	adjective	отделённый|отрезанный|отсечённый
severely	adverb	суро́во
severity	noun	стро́гость|суро́вость
sevruga	noun	севрю́га
sew	verb	шить
sewage	noun	сто́чные во́ды
sewer	noun	[[канализационный|канализацио́нная]] [[труба́]]|[[сточный|сто́чная]] [[труба́]]|канализа́ция|колле́ктор|портни́ха|портно́й
sewerage	noun	канализа́ция
sewing	noun	шитьё|вы́шивка|пошив
sewing machine	noun	шве́йная маши́на|шве́йная маши́нка|швейная машинка
sex	noun	пол|секс|полово́е сноше́ние|полово́й акт|совокупле́ние|заниматься сексом с
sex act	noun	полово́й акт
sex addict	noun	сексого́лик
sex appeal	noun	сексапи́льность|сексуа́льная привлека́тельность
sex bomb	noun	секс-бо́мба
sex drive	noun	полово́е влече́ние
sex education	noun	полово́е воспита́ние|полово́е просвеще́ние
sex life	noun	сексуа́льная жизнь
sex offender	noun	[[сексуа́льный]] [[престу́пник]]|[[сексуальный|сексуа́льная]] [[престу́пница]]
sex organ	noun	полово́й о́рган
sex partner	noun	сексуа́льная партнёрша|сексуа́льный партнёр
sex pillow	noun	секс-поду́шка
sex position	noun	сексуа́льная пози́ция
sex reassignment surgery	noun	хирургическая коррекция пола
sex scene	noun	посте́льная сце́на
sex shop	noun	секс-шо́п
sex slave	noun	секс-рабы́ня
sex strike	noun	сексуальная забасто́вка
sex tourism	noun	секс-тури́зм
sex toy	noun	секс-игру́шка|сексуа́льная игру́шка
sex work	noun	интим-услуга|секс-би́знес|секс-инду́стрия|секс-индустри́я
sex worker	noun	рабо́тник се́кс-би́знеса|рабо́тница се́кс-би́знеса
sexagesimal	adjective	шестидесятеричный
sexdecillion		сексдециллион
sexism	noun	секси́зм|сексизм
sexist	adjective	женоненави́стнический|секси́стский|женоненави́стник|женофо́б|секси́ст|секси́стка
sexless	adjective	беспо́лый
sexologist	noun	сексо́лог
sexology	noun	сексоло́гия|сексология
sext	noun	вечерня|девя́тый час|слу́жба девятого часа|час девя́тый
sextant	noun	секста́н|секста́нт
sextet	noun	сексте́т
sextillion		секстиллио́н
sexton	noun	[[церко́вный]] [[сто́рож]]|понома́рь|ри́зничий
sexton beetle	noun	жук-моги́льщик|моги́льщик
sexual	adjective	полово́й|сексуа́льный|сексуальный
sexual abuse	noun	сексуальное злоупотребление
sexual appetite	noun	вожделе́ние|по́хоть
sexual assault	noun	сексуальное насилие
sexual cannibalism	noun	сексуа́льный каннибали́зм
sexual harassment	noun	сексуа́льные домога́тельства|сексуальное домогательство
sexual intercourse	noun	полово́е сноше́ние|полово́й акт|сноше́ние|совокупле́ние
sexual maturity	noun	полова́я зре́лость
sexual minority	noun	секс-меньши́нство|секс-меньшинство́|сексуа́льное меньшинство́
sexual orientation	noun	сексуа́льная ориента́ция|сексуальная ориентация
sexual predator	noun	[[сексуа́льный]] [[хи́щник]]|[[сексуальный|сексуа́льная]] [[хи́щница]]
sexual reproduction	noun	полово́е размноже́ние
sexual revolution	noun	сексуальная революция
sexual selection	noun	полово́й отбо́р
sexual slavery	noun	сексуа́льное ра́бство
sexuality	noun	[[разли́чие]] [[пол|поло́в]]|пол|сексуальность|[[половой|полова́я]] [[иденти́чность]]|[[сексуальный|сексуа́льная]] [[акти́вность]]|сексуа́льность
sexualization	noun	сексуализация
sexually	adverb	сексуа́льно|по [[половой|полово́му]] [[признак|при́знаку]]|[[половой|половы́м]] путём
sexually mature	adjective	половозрелый
sexually transmitted disease	noun	венери́ческое заболева́ние|венерическая боле́знь|заболева́ние, передаю́щееся половы́м путём
sexy	adjective	се́кси|сексапи́льный|сексуа́льный
señorita	noun	сеньори́та
